                   Degree   dvdtheta1_suc[mm3/rad]   dvdtheta1_com[mm3/rad]
                 312.8400             2.070214E-06            -2.070214E-06
                 313.0200             2.056251E-06            -2.056251E-06
                 313.2000             2.042318E-06            -2.042318E-06
                 313.3800             2.028413E-06            -2.028413E-06
                 313.5600             2.014537E-06            -2.014537E-06
                 313.7400             2.000690E-06            -2.000690E-06
                 313.9200             1.986872E-06            -1.986872E-06
                 314.1000             1.973084E-06            -1.973084E-06
                 314.2800             1.959326E-06            -1.959326E-06
                 314.4600             1.945597E-06            -1.945597E-06
                 314.6400             1.931899E-06            -1.931899E-06
                 314.8200             1.918231E-06            -1.918231E-06
                 315.0000             1.904593E-06            -1.904593E-06
                 315.1800             1.890985E-06            -1.890985E-06
                 315.3600             1.877409E-06            -1.877409E-06
                 315.5400             1.863863E-06            -1.863863E-06
                 315.7200             1.850348E-06            -1.850348E-06
                 315.9000             1.836865E-06            -1.836865E-06
                 316.0800             1.823413E-06            -1.823413E-06
                 316.2600             1.809992E-06            -1.809992E-06
                 316.4400             1.796603E-06            -1.796603E-06
                 316.6200             1.783246E-06            -1.783246E-06
                 316.8000             1.769921E-06            -1.769921E-06
                 316.9800             1.756629E-06            -1.756629E-06
                 317.1600             1.743369E-06            -1.743369E-06
                 317.3400             1.730141E-06            -1.730141E-06
                 317.5200             1.716946E-06            -1.716946E-06
                 317.7000             1.703785E-06            -1.703785E-06
                 317.8800             1.690656E-06            -1.690656E-06
                 318.0600             1.677560E-06            -1.677560E-06
                 318.2400             1.664498E-06            -1.664498E-06
                 318.4200             1.651470E-06            -1.651470E-06
                 318.6000             1.638475E-06            -1.638475E-06
                 318.7800             1.625515E-06            -1.625515E-06
                 318.9600             1.612588E-06            -1.612588E-06
                 319.1400             1.599696E-06            -1.599696E-06
                 319.3200             1.586838E-06            -1.586838E-06
                 319.5000             1.574015E-06            -1.574015E-06
                 319.6800             1.561226E-06            -1.561226E-06
                 319.8600             1.548473E-06            -1.548473E-06
                 320.0400             1.535755E-06            -1.535755E-06
                 320.2200             1.523072E-06            -1.523072E-06
                 320.4000             1.510424E-06            -1.510424E-06
                 320.5800             1.497812E-06            -1.497812E-06
                 320.7600             1.485236E-06            -1.485236E-06
                 320.9400             1.472696E-06            -1.472696E-06
                 321.1200             1.460192E-06            -1.460192E-06
                 321.3000             1.447724E-06            -1.447724E-06
                 321.4800             1.435293E-06            -1.435293E-06
                 321.6600             1.422898E-06            -1.422898E-06
                 321.8400             1.410540E-06            -1.410540E-06
                 322.0200             1.398219E-06            -1.398219E-06
                 322.2000             1.385935E-06            -1.385935E-06
                 322.3800             1.373689E-06            -1.373689E-06
                 322.5600             1.361479E-06            -1.361479E-06
                 322.7400             1.349308E-06            -1.349308E-06
                 322.9200             1.337174E-06            -1.337174E-06
                 323.1000             1.325078E-06            -1.325078E-06
                 323.2800             1.313021E-06            -1.313021E-06
                 323.4600             1.301001E-06            -1.301001E-06
                 323.6400             1.289020E-06            -1.289020E-06
                 323.8200             1.277077E-06            -1.277077E-06
                 324.0000             1.265174E-06            -1.265174E-06
                 324.1800             1.253309E-06            -1.253309E-06
                 324.3600             1.241483E-06            -1.241483E-06
                 324.5400             1.229696E-06            -1.229696E-06
                 324.7200             1.217949E-06            -1.217949E-06
                 324.9000             1.206242E-06            -1.206242E-06
                 325.0800             1.194574E-06            -1.194574E-06
                 325.2600             1.182945E-06            -1.182945E-06
                 325.4400             1.171357E-06            -1.171357E-06
                 325.6200             1.159809E-06            -1.159809E-06
                 325.8000             1.148302E-06            -1.148302E-06
                 325.9800             1.136835E-06            -1.136835E-06
                 326.1600             1.125408E-06            -1.125408E-06
                 326.3400             1.114022E-06            -1.114022E-06
                 326.5200             1.102678E-06            -1.102678E-06
                 326.7000             1.091374E-06            -1.091374E-06
                 326.8800             1.080112E-06            -1.080112E-06
                 327.0600             1.068891E-06            -1.068891E-06
                 327.2400             1.057711E-06            -1.057711E-06
                 327.4200             1.046574E-06            -1.046574E-06
                 327.6000             1.035478E-06            -1.035478E-06
                 327.7800             1.024424E-06            -1.024424E-06
                 327.9600             1.013413E-06            -1.013413E-06
                 328.1400             1.002444E-06            -1.002444E-06
                 328.3200             9.915169E-07            -9.915169E-07
                 328.5000             9.806329E-07            -9.806329E-07
                 328.6800             9.697916E-07            -9.697916E-07
                 328.8600             9.589934E-07            -9.589934E-07
                 329.0400             9.482382E-07            -9.482382E-07
                 329.2200             9.375262E-07            -9.375262E-07
                 329.4000             9.268577E-07            -9.268577E-07
                 329.5800             9.162327E-07            -9.162327E-07
                 329.7600             9.056514E-07            -9.056514E-07
                 329.9400             8.951139E-07            -8.951139E-07
                 330.1200             8.846204E-07            -8.846204E-07
                 330.3000             8.741711E-07            -8.741711E-07
                 330.4800             8.637661E-07            -8.637661E-07
                 330.6600             8.534055E-07            -8.534055E-07
                 330.8400             8.430894E-07            -8.430894E-07
                 331.0200             8.328181E-07            -8.328181E-07
                 331.2000             8.225917E-07            -8.225917E-07
                 331.3800             8.124102E-07            -8.124102E-07
                 331.5600             8.022740E-07            -8.022740E-07
                 331.7400             7.921830E-07            -7.921830E-07
                 331.9200             7.821374E-07            -7.821374E-07
                 332.1000             7.721375E-07            -7.721375E-07
                 332.2800             7.621833E-07            -7.621833E-07
                 332.4600             7.522749E-07            -7.522749E-07
                 332.6400             7.424126E-07            -7.424126E-07
                 332.8200             7.325963E-07            -7.325963E-07
                 333.0000             7.228264E-07            -7.228264E-07
                 333.1800             7.131029E-07            -7.131029E-07
                 333.3600             7.034260E-07            -7.034260E-07
                 333.5400             6.937958E-07            -6.937958E-07
                 333.7200             6.842124E-07            -6.842124E-07
                 333.9000             6.746760E-07            -6.746760E-07
                 334.0800             6.651867E-07            -6.651867E-07
                 334.2600             6.557447E-07            -6.557447E-07
                 334.4400             6.463501E-07            -6.463501E-07
                 334.6200             6.370029E-07            -6.370029E-07
                 334.8000             6.277035E-07            -6.277035E-07
                 334.9800             6.184518E-07            -6.184518E-07
                 335.1600             6.092480E-07            -6.092480E-07
                 335.3400             6.000923E-07            -6.000923E-07
                 335.5200             5.909848E-07            -5.909848E-07
                 335.7000             5.819256E-07            -5.819256E-07
                 335.8800             5.729148E-07            -5.729148E-07
                 336.0600             5.639527E-07            -5.639527E-07
                 336.2400             5.550392E-07            -5.550392E-07
                 336.4200             5.461746E-07            -5.461746E-07
                 336.6000             5.373589E-07            -5.373589E-07
                 336.7800             5.285924E-07            -5.285924E-07
                 336.9600             5.198750E-07            -5.198750E-07
                 337.1400             5.112070E-07            -5.112070E-07
                 337.3200             5.025885E-07            -5.025885E-07
                 337.5000             4.940195E-07            -4.940195E-07
                 337.6800             4.855003E-07            -4.855003E-07
                 337.8600             4.770310E-07            -4.770310E-07
                 338.0400             4.686116E-07            -4.686116E-07
                 338.2200             4.602423E-07            -4.602423E-07
                 338.4000             4.519232E-07            -4.519232E-07
                 338.5800             4.436545E-07            -4.436545E-07
                 338.7600             4.354362E-07            -4.354362E-07
                 338.9400             4.272685E-07            -4.272685E-07
                 339.1200             4.191514E-07            -4.191514E-07
                 339.3000             4.110852E-07            -4.110852E-07
                 339.4800             4.030700E-07            -4.030700E-07
                 339.6600             3.951058E-07            -3.951058E-07
                 339.8400             3.871927E-07            -3.871927E-07
                 340.0200             3.793310E-07            -3.793310E-07
                 340.2000             3.715206E-07            -3.715206E-07
                 340.3800             3.637617E-07            -3.637617E-07
                 340.5600             3.560545E-07            -3.560545E-07
                 340.7400             3.483990E-07            -3.483990E-07
                 340.9200             3.407954E-07            -3.407954E-07
                 341.1000             3.332437E-07            -3.332437E-07
                 341.2800             3.257442E-07            -3.257442E-07
                 341.4600             3.182968E-07            -3.182968E-07
                 341.6400             3.109017E-07            -3.109017E-07
                 341.8200             3.035590E-07            -3.035590E-07
                 342.0000             2.962688E-07            -2.962688E-07
                 342.1800             2.890312E-07            -2.890312E-07
                 342.3600             2.818464E-07            -2.818464E-07
                 342.5400             2.747144E-07            -2.747144E-07
                 342.7200             2.676354E-07            -2.676354E-07
                 342.9000             2.606094E-07            -2.606094E-07
                 343.0800             2.536365E-07            -2.536365E-07
                 343.2600             2.467169E-07            -2.467169E-07
                 343.4400             2.398507E-07            -2.398507E-07
                 343.6200             2.330379E-07            -2.330379E-07
                 343.8000             2.262787E-07            -2.262787E-07
                 343.9800             2.195731E-07            -2.195731E-07
                 344.1600             2.129213E-07            -2.129213E-07
                 344.3400             2.063233E-07            -2.063233E-07
                 344.5200             1.997793E-07            -1.997793E-07
                 344.7000             1.932894E-07            -1.932894E-07
                 344.8800             1.868536E-07            -1.868536E-07
                 345.0600             1.804720E-07            -1.804720E-07
                 345.2400             1.741448E-07            -1.741448E-07
                 345.4200             1.678721E-07            -1.678721E-07
                 345.6000             1.616538E-07            -1.616538E-07
                 345.7800             1.554902E-07            -1.554902E-07
                 345.9600             1.493812E-07            -1.493812E-07
                 346.1400             1.433271E-07            -1.433271E-07
                 346.3200             1.373279E-07            -1.373279E-07
                 346.5000             1.313836E-07            -1.313836E-07
                 346.6800             1.254944E-07            -1.254944E-07
                 346.8600             1.196604E-07            -1.196604E-07
                 347.0400             1.138816E-07            -1.138816E-07
                 347.2200             1.081582E-07            -1.081582E-07
                 347.4000             1.024902E-07            -1.024902E-07
                 347.5800             9.687762E-08            -9.687762E-08
                 347.7600             9.132066E-08            -9.132066E-08
                 347.9400             8.581938E-08            -8.581938E-08
                 348.1200             8.037384E-08            -8.037384E-08
                 348.3000             7.498413E-08            -7.498413E-08
                 348.4800             6.965033E-08            -6.965033E-08
                 348.6600             6.437252E-08            -6.437252E-08
                 348.8400             5.915078E-08            -5.915078E-08
                 349.0200             5.398519E-08            -5.398519E-08
                 349.2000             4.887582E-08            -4.887582E-08
                 349.3800             4.382274E-08            -4.382274E-08
                 349.5600             3.882604E-08            -3.882604E-08
                 349.7400             3.388579E-08            -3.388579E-08
                 349.9200             2.900206E-08            -2.900206E-08
                 350.1000             2.417493E-08            -2.417493E-08
                 350.2800             1.940446E-08            -1.940446E-08
                 350.4600             1.469073E-08            -1.469073E-08
                 350.6400             1.003381E-08            -1.003381E-08
                 350.8200             5.433762E-09            -5.433762E-09
                 351.0000             8.906624E-10            -8.906624E-10
                 351.1800            -3.595424E-09             3.595424E-09
                 351.3600            -8.024430E-09             8.024430E-09
                 351.5400            -1.239629E-08             1.239629E-08
                 351.7200            -1.671094E-08             1.671094E-08
                 351.9000            -2.096832E-08             2.096832E-08
                 352.0800            -2.516836E-08             2.516836E-08
                 352.2600            -2.931099E-08             2.931099E-08
                 352.4400            -3.339617E-08             3.339617E-08
                 352.6200            -3.742383E-08             3.742383E-08
                 352.8000            -4.139390E-08             4.139390E-08
                 352.9800            -4.530633E-08             4.530633E-08
                 353.1600            -4.916107E-08             4.916107E-08
                 353.3400            -5.295805E-08             5.295805E-08
                 353.5200            -5.669722E-08             5.669722E-08
                 353.7000            -6.037852E-08             6.037852E-08
                 353.8800            -6.400190E-08             6.400190E-08
                 354.0600            -6.756731E-08             6.756731E-08
                 354.2400            -7.107469E-08             7.107469E-08
                 354.4200            -7.452399E-08             7.452399E-08
                 354.6000            -7.791517E-08             7.791517E-08
                 354.7800            -8.124816E-08             8.124816E-08
                 354.9600            -8.452293E-08             8.452293E-08
                 355.1400            -8.773943E-08             8.773943E-08
                 355.3200            -9.089760E-08             9.089760E-08
                 355.5000            -9.399740E-08             9.399740E-08
                 355.6800            -9.703880E-08             9.703880E-08
                 355.8600            -1.000217E-07             1.000217E-07
                 356.0400            -1.029462E-07             1.029462E-07
                 356.2200            -1.058121E-07             1.058121E-07
                 356.4000            -1.086194E-07             1.086194E-07
                 356.5800            -1.113680E-07             1.113680E-07
                 356.7600            -1.140580E-07             1.140580E-07
                 356.9400            -1.166894E-07             1.166894E-07
                 357.1200            -1.192619E-07             1.192619E-07
                 357.3000            -1.217757E-07             1.217757E-07
                 357.4800            -1.242307E-07             1.242307E-07
                 357.6600            -1.266268E-07             1.266268E-07
                 357.8400            -1.289641E-07             1.289641E-07
                 358.0200            -1.312424E-07             1.312424E-07
                 358.2000            -1.334618E-07             1.334618E-07
                 358.3800            -1.356222E-07             1.356222E-07
                 358.5600            -1.377235E-07             1.377235E-07
                 358.7400            -1.397659E-07             1.397659E-07
                 358.9200            -1.417492E-07             1.417492E-07
                 359.1000            -1.436733E-07             1.436733E-07
                 359.2800            -1.455384E-07             1.455384E-07
                 359.4600            -1.473443E-07             1.473443E-07
                 359.6400            -1.490910E-07             1.490910E-07
                 359.8200            -1.507786E-07             1.507786E-07
                 360.0000            -1.524067E-07             1.524067E-07
